ID,Name in the language,Name in English,Alternate names,Countries,Country codes,Description of the location(s),Latitude,Longitude,Degree of endangerment,Number of speakers,Date/accuracy of estimate,Sources
00318,,Wangaaybuwan,"Wangaaybuwan-Nyiya, Wangaaybuwan (Wongaibon, Wombungee, Wongagibun, Wonghibon, Wonghi, Wonjhibon), Ngiyambaa (Giamba, Narran, Noongaburrah, Ngeumba, Ngiamba, Ngiumba, Ngjamba, Ngumbarr), Wayilwan (Waljwan).",Australia,AU,,-31.1093,144.9975,critically endangered,2,"NILS Report 2005Somewhat reliable",
02468,,Wangkumara,,Australia,AU,,-27.2064,142.4597,critically endangered,0,"Not mentioned in censusApproximate estimate in 2005However NILS 2004 gives 100.",
01308,,Wanka Quechua,Quichua. Nunashimi. Huanca.,Peru,PE,"Zona central del Perú: departamento de Junín: provincias de Concepción, Chupaca, Huancayo y Jauja.",-12.1360,-75.2453,severely endangered,35000,INEI census of 1993 as presented in A. Chirinos Rivera ’Atlas Lingüístico del Perú’ published in Cuzco and Lima in 2001,
03084,,Wano,,Indonesia,ID,Irian Jaya,-3.5463,137.9058,definitely endangered,3500,1993,"Wurm, Stephen A. 2007. ’Australia and the Pacific’, pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World’s Endangered Languages. London/New York: Routledge."
00974,,Waotededo,"Waotiriro, Huaotiriro, Waodani, Auca (From Quichua = ""sauvage""; this name is rejected by the speakers)",Ecuador,EC,"Provinces of Orellana, Pastaza and Napo along the Yasuní, Shiripungo, Conocaco, Villano and Curaray rivers. There are about 30 communities. Two groups Taromenani and Tagaeri live still in isolation",-1.1864,-76.6296,vulnerable,2000,"2001, 2007, 2008","- Entrix 2007. “Identificación y evaluación de impactos socioeconómicos - región amazónica”. Quito(unpublished). - Personal research"
02284,,Wapishana (Brazil),Wapixána,Brazil,BR,,2.8113,-61.2377,definitely endangered,4000,"2000; 2008 pop=7000, Funasa/ISA; no real speaker survey, estimate based on reports of maintenance","Databank Moore, 2008."
00473,,Wapishana (Guyana),Wapixána,Guyana,GY,"Southwestern part of Guyana (area of Lethem, western tributaries of the Essequibo). State of Roraima, Brazil.",2.3065,-59.6997,vulnerable,7000,,"J. Forte, in: Queixalós and Renault-Lescure, ’As línguas amazônicas hoje’ (2000)."
01118,,Wappo,,United States of America,US,,38.8701,-122.5154,extinct,0,,
02334,,Warao,,Guyana; Venezuela (Bolivarian Republic of),GY;VE,The delta of the Orinoco (Amacuro territory) with extensions in Monagas and Sucre. Additional communities in Guyana.,8.6027,-61.3806,definitely endangered,25000,,"Mosonyi and Mosonyi (2000), ’Manual de lenguas indígenas de Venezuela’"
03210,,Warapu,,Papua New Guinea,PG,"Northwest peninsula of the Sissano lagoon, Between Vanimo and Aitape, Sandaun (West Sepik) Province",-2.9876,141.9838,severely endangered,300,"2000 (in 1983, 1 602, but a Tsunami in November 1998 annihilated most of the population)","Wurm, Stephen A. 2007. ’Australia and the Pacific’, pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World’s Endangered Languages. London/New York: Routledge."
00321,,Wardaman,"Wadaman, Waderman, Waduman, Warda’man, Warduman, Wartaman, Wardman, Wordaman. Dialects: Close to Yangman and Dagoman, which are extinct.",Australia,AU,,-14.9925,131.9293,severely endangered,24,"NILS Report 2005Reliable & recent (+/- 20%)",
02212,,Warekena (Brazil),"Uarequena, Werekena",Brazil,BR,,0.7909,-68.3789,critically endangered,20,"1998; 2006 pop=806, Funasa/ISA","Databank Moore, 2008."
00474,,Warekena (Venezuela),Guarequena,Venezuela (Bolivarian Republic of),VE,"Southwest of the State of Amazonas (Venezuela), near the Guainía river. Also speakers in Brazil.",2.5479,-67.2802,severely endangered,500,,"Mosonyi and Mosonyi (2000), ’Manual de lenguas indígenas de Venezuela’"
00841,,Wari,"Pacaás Novos, Pakaa Nova",Brazil,BR,,-11.7275,-65.0061,definitely endangered,2721,"1998; 2006 pop=2721, Funasa/ISA, It seems that all speak the language.","Moore, 2008."
03085,,Wari,"Waritai, Weretai",Indonesia,ID,Irian Jaya,-3.2173,138.4497,definitely endangered,150,2000 Wurm,"Wurm, Stephen A. 2007. ’Australia and the Pacific’, pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World’s Endangered Languages. London/New York: Routledge."
00322,,Warlpiri,"Walbiri, Elpira, Ilpara, Wailbri, Walpiri, Walmama, Ngaliya, Ngardilpa. Dialects: Related to Warlmanpa.",Australia,AU,,-20.8177,131.6601,vulnerable,3000,"NILS Report 2005Reliable & recent (+/- 20%)",
02082,,Warnang,Werni,Sudan,SD,,10.6538,30.6298,severely endangered,1100,1956,"Census, Ethnologue"
00319,,Warnman,"Wanman, Nanidjara, Nyaani.",Australia,AU,,-22.9786,122.7832,severely endangered,30,"NILS Report 2005Reliable & recent (+/- 20%)",
02730,,Waru,Mopute,Indonesia,ID,Sulawesi,-3.4393,121.9921,definitely endangered,300,2000,Grimes 2000
00323,,Warumungu,Warramunga.,Australia,AU,,-19.5183,133.9453,severely endangered,50,"NILS Report 2005Reliable & recent (+/- 20%)",
01116,,Washo,,United States of America,US,Washoe Tribe of Nevada and California,38.9226,-119.7256,severely endangered,24,several dozen speakers,
01566,,Wauja,"Uaurá, Waurá",Brazil,BR,"The group lives in the Xingu Indigenous Park, Mato Grosso state - Brazil",-12.2554,-53.5899,vulnerable,321,"Pop. 321, Moore, 2008, IBGE databank Moore, 2008, Scientific American (Brasil)","Moore, 2008, IBGE databank Moore, 2008, Scientific American (Brasil)"
00475,,Waunana (Colombia),"Wounaan, Noanama",Colombia,CO,Colombia: Lower San Juan river basin in departments of Chocó and Valle del Cauca. A few thousand speakers in Panamá.,4.2806,-77.0581,vulnerable,11000,DANE: Census 1993 - projection 2001,"Arango and Sánchez, ’Los pueblos indígenas de Colombia’ (2004)González and Rodríguez, ’Lenguas indígenas de Colombia’ (2000)Brenzinger, ’Language Diversity Endangered’ (2007)"
02258,,Waunana (Panama),"Waunmeo, Waunana, Waumeu, Nonama, Chocame, Chanco",Panama,PA,Southern Panama Lowlands,8.2984,-78.1018,severely endangered,6882,Censo de Población y Vivienda 2000 in internet page of the Centro Centroamericano de Población of the University of Costa Rica,"Census 2000, Ethnologue"
01828,,Waxiang,Waxianghua,China,CN,western Hunan,28.5652,110.3576,vulnerable,300000,1995 Ethnologue figure without a source reference,
02051,,Wayana (Brazil),"Waiana, Uaiana",Brazil,BR,,1.3182,-55.2612,vulnerable,288,"1999; 2006 pop=288, Funasa/ISA","Databank Moore, 2008."
00454,,Wayana (Suriname),Wayana. Oayana. Roucouyenne.,Suriname,SR,"On the Palumeu, Tapanahoni, Maroni and Lawa rivers in Suriname. On the Litani and Maroni rivers in French Guyana. On the Paru river in Brazil (state of Pará).",2.7455,-54.5800,vulnerable,1500,,
00591,Cymraeg,Welsh,y Gymraeg,United Kingdom of Great Britain and Northern Ireland,GB,Wales and adjacent parts of England; émigré communities in Patagonia,52.4459,-3.5485,vulnerable,750000,estimate based on the 2001 census,"T. Arwyn Watkins: Welsh. — The Celtic languages. Edited by Martin J. Ball with James Fife. London and New York: Routledge, 1993. 289–348."
01824,,West Flemish,Western Flemish; Zeelandic (Zeêuws),Belgium; France; Netherlands,BE;FR;NL,"the province of Zealand, the Netherlands; West Flanders, Belgium; and French Flanders, where definitively if not severely endangered",51.0275,3.0541,vulnerable,1500000,current Streektaal estimate,Streektaal.net http://taal.phileon.nl/index.php
00592,,West Frisian,,Netherlands,NL,the province of Friesland and the western parts of the province of Groningen,53.1006,5.6579,vulnerable,350000,current Streektaal estimate,Streektaal.net http://taal.phileon.nl/index.php
00875,,West Greenlandic,Kalaallisut,Greenland (Kingdom of Denmark),GL,the west coast of Greenland,64.1681,-51.7236,vulnerable,50000,estimate based on the 2007 census,
02860,,Western Abenaki (Canada),,Canada,CA,Spread over 2 communities in Canada,46.0785,-72.8141,critically endangered,,,"1996 and 2001 Censuses, Statistics Canada; based on the Department of Canadian Heritage customized census retrievalsUNESCO Atlas 2nd edition (Wurm (2001))Ethnologue: Languages of the World (Gordon, (2005))http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/index_en.htmlhttp://en.wikipedia.org/wiki/Portal:Contents"
00419,,Western Abenaki (United States of America),,United States of America,US,,43.0046,-72.2460,extinct,,"No living speakers in the United States, a few surviving speakers reside in the Odanak Reserve in Quebec, Canada.","Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World’s Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44. London: Routledge."
01020,,Western Apache,Coyotero,United States of America,US,"speakers are located in Arizona at five locations: San Carlos Apache Reservation, Ft. Apache Reservation, Tonto Reservation (Payson), Ft. McDowell Reservation (Scottsdale), Camp Verde Reservation",33.2563,-110.4637,definitely endangered,6000,"14,000 speakers for all locations and dialects",Golla et al. ms.
02776,_________,Western Armenian (Middle East),Arevmdahayeren,Iraq; Lebanon; Syrian Arab Republic,IQ;LB;SY,"Primarily in the areas of Beirut, Lebanon and Aleppo, Syria; also in Cairo, Egypt and in Iraq and Turkey. A large number of speakers are in diaspora, especially in the USA, but also in Canada, Europe, and South America.",33.8840,35.5133,definitely endangered,200000,"2008 estimate (H. Der-Houssikian, p.c.) for the Middle East","Haig Der-Houssikian (2008, p.c.)Hagop Gulludjian (2008 p.c.)"
02870,_________,Western Armenian (Turkey),,Turkey,TR,Istanbul; the village of Vakıflı Köyü in the Samanda_ district of Hatay Province,41.0213,28.9324,definitely endangered,50000,estimate based on various sources,
02608,,Western Cham,,Cambodia,KH,,12.0333,105.4333,vulnerable,200000,2007 est.,
01595,,Western Chocho,"ngiba, Chochotec, Chocholtec",Mexico,MX,"7 municipalities among them San Miguel Tulancingo, Ocotlán, San Francisco Teopan, San Pedro Nopala, Santa María Magdalena and Jicotlán in the state of Oaxaca",17.7486,-97.4409,severely endangered,70,Census 2000,Census 2000 and information provided by INALI
00935,,Western Mansi,,Russian Federation,RU,"the region of the source rivers of the Tavda, a tributary to the lower Tobol’-Irtysh, within Ivdel’ and Gari counties in Yekaterinburg Province",61.1432,62.4023,extinct,0,recently extinct,"Laszlo Keresztes: Mansi. — The Uralic languages. Edited by Daniel Abondolo. London & New York: Routledge, 1998. 387–427."
00593,,Western Mari,Hill Mari,Russian Federation,RU,westernmost parts of the Republic of Mariy-El and adjacent parts of Kirov (Vyatka) and Nizhniy Novgorod provinces,56.3317,46.5545,severely endangered,36822,2002 census: speakers of Hill Mari,"Eeva Kangasmaa-Minn: Mari. — The Uralic languages. Edited by Daniel Abondolo. London & New York: Routledge, 1998. 219–248. | Sirkka Saarinen: Tscheremissisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Milo_ Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 719–733."
01241,,Western Mazahua,jnatrjo,Mexico,MX,Municipality of Zitácuaro in the state of Michoacán,19.4372,-100.3552,definitely endangered,27037,Census 2000,Census 2000 and information provided by INALI
01613,,Western Mazatec,"enna,",Mexico,MX,Municipalities of San Lucas Zoquiapan and San Martín Toxpalan,18.1351,-96.9057,vulnerable,6639,Census 2000,Census 2000 and information provided by INALI
02861,,Western Montagnais,,Canada,CA,Spread over 6 communities in Canada,48.9635,-68.5729,vulnerable,2980,"2001 Census – based; average age: 28,8","1996 and 2001 Censuses, Statistics Canada; based on the Department of Canadian Heritage customized census retrievalsUNESCO Atlas 2nd edition (Wurm (2001))Ethnologue: Languages of the World (Gordon, (2005))http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/index_en.htmlhttp://en.wikipedia.org/wiki/Portal:Contents"
01844,,Western Náhuatl,Mexicano,Mexico,MX,"Locality of Pómaro and others in the municipality of Aquila in the state of Michoacán; municipalities of Acaponeta and El Nayar in the state of Nayarit; municipality of Mezquital in the state of Durango; municipalities of Armería, Ixtlahuacán, Tecoman, and others in the state of Colima; municipality of Cuauhtitlán de García Barragán in the state of Jalisco",18.3745,-103.3026,severely endangered,1041,Census 2000,"Census 2000, information provided by INALI for percentages of child speakers; Lastra (1986)"
02472,,Western Neo-Aramaic,"Ma’lula, Siryoon, Aroomay",Syrian Arab Republic,SY,"3 villages in Syria, in the mountains 50km northeast of Damascus (Ma’luula, Bax’a, Jubb’adiin)",33.8339,36.5405,definitely endangered,20000,"2008 (W. Arnold, p.c.) ","W. Arnold (2008, p.c.). W. Arnold, Lehrbuch des Neuwestaramäischen. Semitica Viva: Series Didactica; Band 1, Wiesbaden 1989. Recordings of the language can be found in the Semitic Sound Archive of the University of Heidelberg: http://www.semarch.uni-hd.de/index.php4?_=en"
01233,,Western Otomí,"Otomí de Michoacán, ñathó",Mexico,MX,Zitácuaro (state of Michoacán),19.4335,-100.3456,severely endangered,415,Census 2000,
01599,,Western Popoloc,"ngiba, Popoloca de San Felipe Otlaltepec (Ethnologue, 15th edition)",Mexico,MX,"Municipalities of Santa Inés Ahuatempan and San Felipe Otlaltepec, state of Puebla",18.4141,-98.0176,severely endangered,516,Census 2000,Census 2000 and information provided by INALI
01834,,Western Tarahumara,rarómari raicha,Mexico,MX,"Municipalities of Chínipas, Maguarichi, Rocoroibo, Urique and Uruachi in the state of Chihuahua",27.3361,-108.5007,vulnerable,9196,Census 2000,"Contributor Zarina Estrada, 2000 Census and information provided by INALI"
01292,,Western Tlapanec,,Mexico,MX,Municipality of Quechutenango in the state of Guerrero,17.4101,-99.2423,vulnerable,549,Census 2000,Census 2000 and information provided by INALI
01207,,Western Zoque,,Mexico,MX,"Municipalities of San Miguel Chimalapas, Santa María Chimalapas, state of Oaxaca",16.9063,-91.7333,vulnerable,4100,Census 2005,"Contributor: Leopoldo Valiñas, Census 2005, information provided by INALI"
02899,,White Gelao (China),Duoluo,China,CN,,26.4894,105.0210,severely endangered,1200,,"Bradley 2007, Shearer & Sun 2002"
02614,,White Gelao (Viet Nam),"Duoluo, Tu Du",Viet Nam,VN,,23.2000,105.3333,severely endangered,20,2002,
02493,,Wichi,"Wichi, Weenhayek, Wichí Lhamtés Nocten , Wichí Lhamtés Güisnay, Wichí Lhamtés Vejoz, Mataco",Argentina; Bolivia,AR;BO,,-22.0041,-63.4130,vulnerable,,,
01182,,Wichita,,United States of America,US,"Today Wichita live in Caddo County in central Oklahoma, in and around the town of Anadarko.",35.0647,-98.2788,critically endangered,10,There are fewer than 10 elderly speakers.,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World’s Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44. London: Routledge."
00291,,Wik Mungkan,"Wik-Mungkan, Wik-Munkan, Wik-Mungkhn, Munka",Australia,AU,,-12.9403,141.9873,vulnerable,1500,"NILS Report 2005Somewhat reliable",
00328,,Wik Ngathan,Wik Ngathana,Australia,AU,,-14.9561,141.8884,definitely endangered,100,"NILS Report 2005Reliable & recent (+/- 20%)",
00329,,Wik Ngencherr,"Wik Ngenchera, Wik Nganychara, Ngandjara, Nantjara, Ngantjeri, Wik-Nantjara, Wik Njinturawik-Nganhcara. Dialects: Related to Wikngathara (Wikalkan).",Australia,AU,,-14.0939,141.8554,severely endangered,30,"NILS Report 2005Somewhat reliable",
01172,,Winnebago (Nebraska),"Ho-Chunk, Hochank",United States of America,US,Winnebago Tribe of northeastern Nebraska and the Ho-Chunk Nation of central Wisconsin.,42.2475,-96.4722,severely endangered,250,Over 250 fluent first-language speakers; the number may be higher.,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World’s Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44. London: Routledge."
01894,,Winnebago (Wisconsin),"Ho-Chunk, Hochank",United States of America,US,The Ho-Chunk Nation of central Wisconsin and the Winnebago Tribe of northeastern Nebraska.,44.2986,-90.8508,severely endangered,250,Over 250 fluent first-language speakers; the number may be higher.,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World’s Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44. London: Routledge."
01057,,Wintu-Nomlaki,,United States of America,US,"There were two major dialects, Nomlaki, spoken along the Sacramento River south of Red Bluff, and Wintu, spoken elsewhere in the territory.",39.8637,-122.0822,critically endangered,1,1 fluent speake and several semi-speakers,
00330,,Wiradjuri,"Wiradhuri, Wiradhurri, Berrembeel, Warandgeri, Werogery, Wiiratheri, Wira-Athoree, Wiraduri, Wirajeree, Wirashuri, Wiratheri, Wirracharee, Wiraidyuri, Wirrai’yarrai, Wooragurie, Wordjerg",Australia,AU,,-34.5608,147.0410,critically endangered,30,"Not mentioned in censusApproximate estimate in 2005",
